,title,yes_disaster
438,Endurance: Search for Shackleton's lost ship begins,0
439,American Horror Story's Next Season Has Lost a Surprising Star,0
440,Unfollow Your Annoying Facebook Friends With Abandon,0
441,Chimpanzee Traditions Are Being Lost Along With Their Habitats,0
442,"'Destiny 2: Forsaken' Is a Massive, Vital Expansion—But It Lost Me",0
443,Has Haiti Lost Nearly All of Its Forest? It's Complicated,0
444,Russia lost a $45m satellite because of a launchpad mix-up,0
445,"Pandora Learns the Cost of Ads, and of Subscriptions",0
446,Light-Triggered Genes Reveal the Hidden Workings of Memory,0
447,A Long-Lost Symphonic Love Story Is Told Again,0
448,NASA makes contact with satellite lost in space 13 years ago,0
449,Scientists think these meteorite diamonds formed on a long-lost planet,0
450,"What's on TV: 'The Expanse,' 'Lost in Space' and 'Chef's Table'",0
451,What to Keep in Mind When Thinking About the Midterms,0
452,A Family With Jamaican Roots Mourns 5 Relatives Killed in a Bronx Fire,0
453,Three Sailors Lost in Plane Crash Near Japan Are Identified,0
454,Miserable Travelers Stranded After America's Busiest Airport Lost Power,0
455,Internet Archive rescues half a million lost MySpace songs,0
456,Lens: Recovering Lost Photos of Life Before the Chernobyl Disaster,0
457,Square loses another key executive as Mary Kay Bowman joins Visa,0
458,"At Rockefeller Auction, They Came. They Bid. They Mostly Lost.",0
459,Space diamonds 'came from lost planet',0
460,Just Lost An Election? Join The Winning Side,0
461,A Woman Lost Her Toenails After a Fish Pedicure,0
462,Estranged in America: Both Sides Feel Lost and Left Out,0
463,"Recent departures hint at turmoil at Quartet Health, a mental health startup backed by GV",0
464,Lost Spy Satellite Won’t Kill SpaceX’s Relationship With Air Force,0
465,The World's Biggest Tech Show Just Lost Power,0
466,India loses contact with a recently launched satellite,0
467,How Camila Cabello Lost Some Friends and Found Her Voice,0
468,"Lost in Battle, Found by Amateur Sleuths: An ‘Unknown’ Marine",0
469,MySpace may have lost more than a decade’s worth of user music,0
470,Remembering the entertainment and arts figures we lost in 2018,0
471,That time I got locked out of my Google account for a month,0
472,‘We Lost Everything’: Surveying the Camp Fire’s Destruction,0
473,"Shutdown Cost U.S. Economy $11 Billion, C.B.O. Says",0
474,The Eagles of Reelfoot Lake,0
475,Feature: Searching for a Lost Odessa — and a Deaf Childhood,0
476,Security News This Week: Julian Assange Has Lost His Internet Privileges,0
477,I lost my mother tongue -- and almost my mom,0
478,What the world lost aboard Ethiopian Airlines 302,0
479,Ariel Winter says she lost weight because she changed antidepressants,0
480,I Was Fired for Making Fun of Trump,0
481,Report: Priceless NASA artifacts lost because of poor record keeping,0
482,Trump Says Bannon Has ‘Lost His Mind’ After Bannon Insults Donald Trump Jr.,0
483,New Avengers: Endgame teaser debuts at Super Bowl 2019,0
484,At War: Letters From the Children of Fallen Service Members to the Parents They Lost,0
485,This brain-controlled prosthetic will lend you a hand — and a whole arm,0
486,"Twitter keeps losing monthly users, so it’s going to stop sharing how many",0
487,Product Hunt Radio: Finding the world’s lost Einsteins and putting an end to aging,0
488,"With Obamacare Fight Lost, Conservatives Turn to Veterans’ Care",0
489,Tesla lost nearly $8 billion in shareholder value this week and its board should be ashamed,0
490,"A year later, Equifax lost your data but faced little fallout",0
491,Op-Ed Columnist: America Is Not Yet Lost,0
492,Someone found a 'lost dog' in the most ridiculous place,0
493,How to Livestream the Super Bowl,0
494,How to Find and Download (Some) Missing MySpace Music,0
495,Act Fast if You Don't Want Your Google+ Posts Publicly Archived,0
496,Donate Your Old Comforter and Pillows to an Animal Shelter,0
497,"What's Coming and Going From Netflix the Week of December 31, 2018",0
498,I faced off against a Scrabble-playing robot and lost miserably,0
499,How to Play Westworld: The Maze Without an Amazon Echo,0
500,"She Found Comfort in a Brooklyn Diner, Then Lost Everything",0
501,What a new governor means for Wisconsin’s controversial Foxconn factory,0
502,"How to Set Up Bluetooth in an Older Car (or a Newer, Fussier Car)",0
503,Try Running Without Music,0
504,"Album: A Mitten, a Key, a Unicorn: Did You Drop Something?",0
505,"Wow, Netflix's 'Lost in Space' reboot series sure looks expensive",0
506,Nintendo is releasing a new mobile RPG this summer,0
507,The country that has lost three million people,0
508,"Here's Danny McBride as, uh, Crocodile Dundee's long-lost son",0
509,How to Lock and Unlock Your Chase Credit Card,0
510,Lebanon election: PM Hariri says party lost third of seats,0
511,The Decline and Fall of New York City Ballet,0
512,Parity CEO says she’s confident that its $280M in frozen Ethereum isn’t lost forever,0
513,"Review: ‘Lost in Space,’ This Time With More Company",0
514,Identify Mystery Pills With This Field Guide,0
515,How to Create Your First Dungeons & Dragons Character,0
516,"This Chatbot Wastes Scammers' Time, And It's Glorious",0
517,Newly discovered armored dinosaur lived on a lost continent,0
518,"U.C.F. Is the Best College Football Team in Florida. So, Where’s the Respect?",0
519,Argentina sub: Antarctic tribute to lost San Juan crew,0
520,How to Store Your Bitcoin as Securely as Possible,0
521,Sally Yates: When my dad lost his struggle with depression,0
522,What to Do if You Accidentally Delete Photos From Your Phone,0
523,Where to Stream the 2018 Oscar Nominees,0
524,The healthcare industry is in a world of cybersecurity hurt,0
525,Alexa has literally lost her voice as users report outages and unresponsiveness,0
526,How to Use the Coolest New Features in iOS 11.3,0
527,The caravan of mothers looking for their lost children,0
528,These Words and Phrases Have Racist Origins,0
529,HR has lost the trust of employees. Here is who has it now,0
530,Lost-item finder Tile will work with Bose headphones and other new partners,0
531,Fake Twitter users: Celebrities lose followers amid crackdown,0
532,Tile and Comcast team up to help you find lost items with your TV’s voice remote,0
533,Tesla's Elon Musk faces investor lawsuit,0
534,Kanye West: I wasn't stumped by Kimmel's Trump question,0
535,Lost Kubrick screenplay found 60 years on by Bangor professor,0
536,Lost dog found 400km from home after six months,0
537,"Family reunited with lost portrait found 1,000 miles away",0
538,Australia to fund Great Barrier Reef restoration and protection,0
539,"Who Is Lucy Flores, the Woman Accusing Joe Biden of Kissing Her?",0
540,How Trump’s Brand of Grievance Politics Roiled a Pennsylvania Campaign,0
541,Australia bushfire: Dozens of buildings feared lost in Tathra,0
542,Chicago’s Political Order Was Upended This Week. Here’s How.,0
543,Shutdown May Have Impaired Federal Investigations Into Plane and Highway Crashes,0
544,Can Exxon Mobil Protect Mozambique From Climate Change?,0
545,How Virginia Has Coped With a One-of-a-Kind Loss,0
546,European Court Rules Against 9/11 Victims Seeking $1.6 Billion From Iran,0
547,It's a Straw-Free World After All As Disney Announces Straw Ban,0
548,How to Fight Suicide,0
549,Chippendale at 300: A Stellar Brand in Need of Polish,0
550,"Delivery Robot Engulfed in Flames, Honored on Campus With Candlelight Vigil",0
551,'Lost' film predicting rise of Nazism returns to screen,0
552,Ninja Would Like to Get Some More Sleep,0
553,AT&T Sued for $224 Million by Cryptocurrency Investor Who Lost a Fortune in Phone Hacks,0
554,Iraq’s Forgotten Casualties: Children Orphaned in Battle With ISIS,0
555,Seven Ways The Village Voice Made New York a Better Place,0
556,"Sunday Routine: How Dorothy Lichtenstein, Philanthropist, Spends Her Sundays",0
557,Parkland Shooting Suspect Lost Special-Needs Help at School When He Needed It Most,0
558,"Metropolitan Diary: ‘The Eggs Were Rolling Around Every Which Way, Up and Down the Aisle’",0
559,Alex Jones Permanently Suspended From Twitter,0
560,Democratic Insurgents Topple 6 New York Senate Incumbents,0
561,A Fight Over Killing Bobcats Is Raging Across the Midwest,0
562,Kumbh Mela: How to find someone lost at the world's biggest gathering,0
563,Big City: Why the Left Couldn’t Take the Top of the Ticket in New York,0
564,Lost John Coltrane Recording From 1963 Will Be Released at Last,0
565,On Photography: Dispatches From a Ruined Paradise,0
566,"Playlist: The Playlist: Lost (and Found) John Coltrane, and 10 More New Songs",0
567,How the Hedge Fund Manager Running Sears Cut His Losses,0
568,"Bottoms Up! 8,000 Gallons of Bubbly Bursts From Foamy Wine Tank",0
569,Did the Trump Administration Separate Immigrant Children From Parents and Lose Them?,0
570,Thousands of Lost MySpace Songs Have Been Recovered—No Thanks to MySpace,0
571,North Carolina Republican Is First Incumbent Ousted in 2018,0
572,A Lost World War II Airman Lived On in Letters. Now He Has Been Found.,0
573,The children stuck in Australia's island camp,0
574,A Stranger Returned His Lost Lottery Tickets. Then He Won $273 Million.,0
575,"The Neediest Cases Fund: Even Her Shopping Trips Require a Chaperone, So She Makes Them Last",0
576,Omar al-Bashir ousted: How Sudan got here,0
577,Sessions Executed the Agenda of a President Who Could Not Look Past a Betrayal,0
578,"New York Today: N.Y. Today: Trump vs. Cuomo, Not So Much",0
579,Argentina rescue: Huge search finds boy lost for day in desert,0
580,Team internet reunites a man with an envelope full of money after he left it in the pub,0
581,"Sesame Street: Meet Lily, the first homeless muppet",0
582,"On Baseball: In the Case of Kyler Murray, the A’s Bet Big and Lost",0
583,Discovery of the Titanic Was Reportedly Part of a Conspiracy to Find Lost Nuclear Submarines,0
584,Google Unveils Digital Catalog of Lost Artifacts From Brazil’s Fire-Ravaged National Museum,0
585,Major Bank Loses 12 Million Customers' Data in the Most Embarrassing Way Possible,0
586,Double amputee Xia Boyu makes history on Everest summit,0
587,NASA's pint-sized satellite could improve weather forecasts,0
588,A drive-in theater screening 'Twister' was hit by a twister. Or was it?,0
589,At least seven missing in Alabama after deadly weekend tornadoes,1
590,Factbox: Deadliest tornadoes of last 25 years in the United States,1
591,Kim Kardashian's bizarre Yeezy photo shoot was made for memes,0
592,CortexProg Is A Real ARM-Twister,0
593,Pretzel After Dark Is A Sexy Take On Twister,0
594,The PlayStation Classic game list has been revealed,0
595,Nick Cave Wants You to Work It Out on the Dance Floor,0
596,"Crews Assess Damage After Rare Tornado Touches Down in Port Orchard, Washington",1
597,Op-Ed Columnist: This Tax Bill Is Now a Health Care Bill,0
598,23 vintage photos of board games that will make you nostalgic,0
599,'Twister' Blast Gate,0
600,"More DRM-bustin' stuff for the Catalog of Missing Devices, courtesy of EFF supporters",0
601,Tick Twister,0
602,This woman remembers every detail from her life since she was 12 days old,0
603,"Here are some free ideas to help sex-up other toys for National Masturbation Day (I’m so, so sorry)",0
604,Oklahoma hasn't had a single tornado yet this year but that could change next week,1
605,Ford's Grabber Lime is a retina-blasting ode to the way things were - Roadshow,0
606,10 memory tips,0
607,This Dual-Folding Xiaomi Prototype Makes Me Excited for the Bendy Phone Future,0
608,Taylor Swift Left a Blank Space in Country Music. Could Kacey Musgraves Fill It?,0
609,"Alabama Tornado Killed At Least 23 and Injured 90 People, Forecasters Say",1
610,Seth Meyers Has the Perfect Tongue Twister for Rudy Giuliani’s Collusion Claims,0
611,Resident in rural Alabama community hit by twister: 'I thought I was gone',0
612,"YouTuber's Board Game Tutorials Teach The Rules Wrong, And Way Better",0
613,Razer built a mechanical keyboard the size of a table,0
614,California's Viral Fire Tornado Has Scientists Searching For Answers,0
615,The Weather Channel Used VR to Simulate a Shockingly Realistic Tornado,0
616,Matt Cutts on solving big problems with lean solutions at the US Digital Service,0
617,7 Members of 1 Family Are Among the Dead in Alabama Tornado,1
618,This Guy Snapped Some Spectacular Pictures of a Tornado in Wyoming (With His Phone!),1
619,Man Finds Father’s Body In Alabama Tornado Wreckage,1
620,"‘Precious, Happy Child.’ This Is One of the Youngest Victims of the Alabama Tornado That Killed 23",1
621,Watch Ryan Adams Do the Weather in Denver,0
622,"'Heartbroken': Alabama tornado victims to be identified, 23 dead",1
623,How Do Missile Defense Systems Work?,0
624,Brazil Loves Neymar. Brazil Also Thinks Neymar Is a Huge Flopper.,0
